Date,Assessment,Route,Vessel_Type,Rate_USD_per_day
2026-06-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,50100.0
2026-06-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,32700.0
2026-06-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,36300.0
2026-07-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,36500.0
2026-07-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45700.0
2026-07-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,34000.0
2026-07-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,36500.0
2026-07-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38800.0
2026-07-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35900.0
2026-07-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,31400.0
2026-07-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35900.0
2026-07-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,42100.0
2026-07-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,27400.0
2026-07-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,35600.0
2026-07-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,29800.0
2026-07-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,43100.0
2026-07-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,24200.0
2026-07-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,31000.0
2026-07-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37600.0
2026-07-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46000.0
2026-07-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,34700.0
2026-07-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,31400.0
2026-07-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,48600.0
2026-07-21,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,25500.0
2026-07-22,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,20400.0
2026-07-23,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,39000.0
2026-07-24,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,32600.0
2026-07-25,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,29100.0
2026-07-26,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41400.0
2026-07-27,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38400.0
2026-07-28,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,32900.0
2026-07-29,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,28100.0
2026-07-30,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,43400.0
2026-07-31,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,42100.0
2026-08-01,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,37100.0
2026-08-02,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,51000.0
2026-08-03,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,30800.0
2026-08-04,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,27900.0
2026-08-05,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,34100.0
2026-08-06,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38900.0
2026-08-07,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,41200.0
2026-08-08,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,38100.0
2026-08-09,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,42600.0
2026-08-10,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,31700.0
2026-08-11,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,50900.0
2026-08-12,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,40600.0
2026-08-13,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,49300.0
2026-08-14,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,44300.0
2026-08-15,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45500.0
2026-08-16,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46600.0
2026-08-17,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,46200.0
2026-08-18,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,47900.0
2026-08-19,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,53100.0
2026-08-20,Spark30S,Sabine Pass to Gate Terminal,174k m3 2-Stroke,45600.0
